name,biography,photo,birth_date,death_date,nationality
Thích Minh Châu,"Hòa thượng, nhà học giả Phật giáo vĩ đại của Việt Nam. Ngài là người có công lớn trong việc dịch và biên soạn các bộ kinh điển Nguyên thủy (Nikaya) sang tiếng Việt.",,1918-01-01,2012-01-01,Việt Nam
Thích Nhược,Tác giả/Tăng sĩ (Thông tin chi tiết đang cập nhật).,,,,
Thích Nhất Hạnh,"Thiền sư, học giả, nhà hoạt động hòa bình người Việt Nam. Người sáng lập Truyền thống Làng Mai và là người có ảnh hưởng quan trọng đến sự phát triển của Phật giáo phương Tây.",,1926-11-10,2022-01-22,Việt Nam
Thích Pháp Hòa,"Thượng tọa, giảng sư Phật giáo. Thầy nổi tiếng với các bài giảng pháp nhẹ nhàng, gần gũi với đời sống hiện đại, được yêu thích tại Việt Nam và hải ngoại.",,1974-01-01,,Canada
Thích Điền Tâm,"Thượng tọa, giảng sư Phật giáo. Thầy là tác giả của nhiều sách Phật học và triết lý sống được xuất bản rộng rãi.",,,,Việt Nam
Thạch Lam,"Nhà văn lãng mạn Việt Nam thuộc nhóm Tự Lực Văn Đoàn. Văn chương của ông tinh tế, nhẹ nhàng, sâu lắng về cuộc sống đời thường và tâm hồn con người.",,1910-07-07,1942-06-27,Việt Nam
Thảo Thảo,"Tác giả, biên tập viên, nhà phê bình văn học Việt Nam.",,1909-11-06,1994-07-02,Việt Nam
Thảo Trang,"Ca sĩ, diễn viên (Lưu ý: Nếu không phải ca sĩ, đây có thể là tác giả sách thiếu nhi hoặc tản văn).",,1987-11-17,,Việt Nam
Thảo Tạ,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,,,
Thẩm Gia Hồng,Tác giả/Họa sĩ truyện tranh (Mangaka) người Trung Quốc hoặc Đài Loan.,,,,Trung Quốc
Tiffani Bova,"Chuyên gia tăng trưởng và đổi mới sáng tạo, diễn giả quốc tế. Bà là tác giả cuốn sách về chiến lược kinh doanh 'Growth IQ'.",,,,Hoa Kỳ
Tim Marshall,"Nhà báo, nhà ngoại giao và tác giả người Anh. Ông nổi tiếng với các cuốn sách về địa chính trị và sự ảnh hưởng của địa lý đến chính trị thế giới (Ví dụ: 'Tù nhân của địa lý').",,1959-05-21,,Anh
Timothy Ferris,"Nhà văn khoa học người Mỹ, tác giả cuốn 'Coming of Age in the Milky Way' và nhiều sách phổ biến kiến thức thiên văn học.",,1944-08-29,,Hoa Kỳ
Timothy Ferriss,"Doanh nhân, nhà đầu tư, tác giả và podcaster người Mỹ. Ông nổi tiếng với bộ sách 'The 4-Hour Work Week' (Tuần làm việc 4 giờ) về tối ưu hóa cuộc sống và năng suất.",,1977-07-20,,Hoa Kỳ
Tiêu Vĩ Huyên,Tác giả tiểu thuyết ngôn tình hoặc văn học mạng Trung Quốc.,,,,Trung Quốc
Tiến Sỹ Marilee Adams,"Tiến sĩ, chuyên gia về tư duy phản biện và lãnh đạo. Bà là tác giả cuốn sách 'Thay đổi câu hỏi, thay đổi cuộc đời' (Change Your Questions, Change Your Life).",,,,Hoa Kỳ
Tiến sĩ Glenn Wallis,"Tiến sĩ Triết học, chuyên gia về Phật học và các nghiên cứu tôn giáo. Ông là người sáng lập trang 'The City Dharma'.",,,,Hoa Kỳ
Tiến sĩ Jennifer Goldman-Wetzler,"Tiến sĩ, chuyên gia về đổi mới sáng tạo và giải quyết xung đột tại nơi làm việc. Bà là người sáng lập phương pháp 'Opt-Out' để lựa chọn giải pháp tốt hơn.",,,,Hoa Kỳ
Tiến sĩ Shefali Tsabary,"Tiến sĩ Tâm lý học, chuyên gia về nuôi dạy con tỉnh thức (Conscious Parenting). Bà nổi tiếng với việc kết hợp triết lý phương Đông và tâm lý học phương Tây.",,1972-01-01,,Canada
Tiếu Giang Nam,"Tác giả tiểu thuyết kiếm hiệp, tiên hiệp (Trung Quốc) (Thông tin chi tiết đang cập nhật).",,,,Trung Quốc
Tom Gorman,"Chuyên gia đào tạo, diễn giả quốc tế. Ông chuyên viết sách về kỹ năng giao tiếp, bán hàng và phát triển sự nghiệp.",,1960-01-01,,Hoa Kỳ
Tom Siebel,"Doanh nhân, tác giả và nhà công nghệ người Mỹ. Ông là người sáng lập Siebel Systems và C3.ai, tiên phong trong lĩnh vực phần mềm doanh nghiệp và AI.",,1952-11-20,,Hoa Kỳ
Tony Buổi Sáng,"(TnBS) Bút danh nổi tiếng của tác giả sách khởi nghiệp, phát triển bản thân. Ông truyền cảm hứng cho thế hệ trẻ Việt Nam qua các tác phẩm dí dỏm, thực tế.",,,,Việt Nam
Tony Schwartz,"Nhà báo, tác giả và chuyên gia tư vấn quản lý. Ông là người chấp bút (ghostwriter) cho cuốn 'Nghệ thuật đàm phán' của Donald Trump.",,1952-02-05,,Hoa Kỳ
Toto,"(Tác giả/Họa sĩ minh họa) Tên phổ biến, thường là bút danh của các tác giả sách thiếu nhi (Ví dụ: 'Bạn chim nhỏ và tôi' của Toto).",,,,
Tra Vĩ,Tác giả/Học giả (Thông tin chi tiết đang cập nhật).,,,,
Tracey Murket,"Tác giả sách thiếu nhi người Anh, chuyên viết về các chủ đề lịch sử, kiến thức phổ thông và sách tương tác.",,,,Anh
Tracy Hogg,"Y tá người Anh, chuyên gia chăm sóc trẻ em. Bà được mệnh danh là 'người thì thầm với trẻ sơ sinh' (The Baby Whisperer) với phương pháp E.A.S.Y.",,1960-06-08,2004-11-25,Anh
Trang Anh,"Cô giáo, chuyên gia luyện thi tiếng Anh (đặc biệt là IELTS) nổi tiếng tại Việt Nam. Tác giả nhiều đầu sách ôn luyện từ vựng, ngữ pháp.",,,,Việt Nam
Trevor Noah,"Diễn viên hài, MC truyền hình người Nam Phi. Anh nổi tiếng toàn cầu với vai trò dẫn chương trình The Daily Show và cuốn tự truyện 'Born a Crime'.",,1984-02-20,,Nam Phi
Trung Kiên,"(NSND, GS) Ca sĩ nhạc thính phòng người Việt Nam, nguyên Thứ trưởng Bộ Văn hóa Thông tin.",,1939-05-11,2021-01-27,Việt Nam
Trung tâm Nghiên cứu Tâm lí Tiểu Hòa,"Tập thể các nhà tâm lý học và nghiên cứu viên, chuyên biên soạn các sách về tâm lý học ứng dụng và phát triển bản thân.",,,,Trung Quốc
Truyện dân gian Nga,"(Khuyết danh) Tập hợp các câu chuyện truyền miệng, cổ tích, thần thoại được lưu truyền trong văn hóa dân gian Nga.",,,,Nga
Trác Nhã,"Nhà văn nữ nổi tiếng Trung Quốc, chuyên viết về tản văn, tiểu thuyết tình cảm tuổi trẻ.",,,,Trung Quốc
Trâu Nhạc,Tác giả tiểu thuyết lịch sử hoặc văn học Trung Quốc.,,,,Trung Quốc
Trình Cẩm Ly,"Tác giả/Chuyên gia người Trung Quốc, chuyên viết sách về nuôi dạy con, tâm lý học gia đình và quản lý cảm xúc.",,,,Trung Quốc
Trí Viễn,Tác giả/Tăng sĩ (Thông tin chi tiết đang cập nhật).,,,,
Trương Manh,"Học giả, triết gia Trung Quốc (Thời Đông Hán).",,,,Trung Quốc
Trương Nguyện Thành,"Giáo sư đại học người Mỹ gốc Việt, giảng viên tại Đại học Utah. Ông nổi tiếng với các hoạt động giáo dục và phổ biến kiến thức khoa học tính toán tại Việt Nam.",,1961-01-01,,Hoa Kỳ
Trương Nhật Quang,Tác giả/Họa sĩ truyện tranh (Thông tin chi tiết đang cập nhật).,,,,Trung Quốc
Trương Qua,"Đạo diễn, họa sĩ phim hoạt hình thuộc thế hệ tiên phong của Điện ảnh Việt Nam. Ông có đóng góp lớn cho nền điện ảnh hoạt hình và sân khấu cải lương.",,1927-11-07,2016-09-02,Việt Nam
Trương Quân,"Luật gia, chính trị gia Trung Quốc. Ông hiện là Viện trưởng Pháp viện Nhân dân Tối cao và là người có ảnh hưởng lớn đến hệ thống tư pháp Trung Quốc.",,1956-01-10,,Trung Quốc
Trương Tiếu Hằng,Tác giả tiểu thuyết ngôn tình hoặc văn học mạng Trung Quốc.,,,,Trung Quốc
Trương Tử Cầm,Tác giả/Học giả Trung Quốc (Thông tin chi tiết đang cập nhật).,,,,Trung Quốc
Trường Đại Học Ngôn Ngữ Bắc Kinh,"(BUPT) Tập thể giảng viên, chuyên gia của Đại học Ngôn ngữ Bắc Kinh, biên soạn các giáo trình và từ điển tiếng Trung Quốc uy tín.",,,,Trung Quốc
Trần Bạch Đằng,"Chính trị gia, nhà nghiên cứu và nhà văn Việt Nam. Ông nổi tiếng với bút danh Nguyễn Trương Thiên Lý, tác giả tiểu thuyết 'Ván bài lật ngửa' (về Phạm Ngọc Thảo).",,1926-07-15,2007-04-16,Việt Nam
Trần Cao Bội Ngọc,Chuyên gia tư vấn giáo dục và nuôi dạy con tại Việt Nam. Cô là tác giả các cuốn sách hướng dẫn phương pháp học ngoại ngữ cho trẻ.,,,,Việt Nam
Trần Cốc Siêu,"Tác giả/Học giả Trung Quốc, chuyên viết về triết học, Đạo giáo và văn hóa truyền thống.",,,,Trung Quốc
Trần Diên Hiển,"Tác giả sách kỹ năng sống, phát triển bản thân và kinh doanh.",,,,Việt Nam
Trần Dân Tiên,(Bút danh của Chủ tịch Hồ Chí Minh). Tác giả cuốn 'Những mẩu chuyện về đời hoạt động của Hồ Chủ tịch'.,,,1969-02-09,Việt Nam
Trần Hùng Thiện,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Hậu Yên Thế,"Họa sĩ, nhà nghiên cứu mỹ thuật. Anh nổi tiếng với các công trình nghiên cứu về tranh dân gian, văn hóa thị giác Việt Nam.",,,,Việt Nam
Trần Mạn Kỳ,Tác giả tiểu thuyết ngôn tình hoặc văn học mạng Trung Quốc.,,,,Trung Quốc
Trần Ngọc Bảo Hân,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Ngọc Châu,"Giáo sư, chuyên gia về quản trị và phân tích chiến lược. (Lưu ý: Đã tách khỏi thông tin chính khách cũ).",,1949-01-01,,Việt Nam
Trần Phách Hàm,"Họa sĩ truyện tranh, tác giả người Trung Quốc.",,,,Trung Quốc
Trần Quang Thuận,"Tác giả/Học giả chuyên viết về Phật giáo, triết học và tâm linh.",,,,Việt Nam
Trần Quang Đức,"Nhà nghiên cứu lịch sử, văn hóa và dịch giả người Việt Nam. Tác giả cuốn sách nổi tiếng 'Việt Nam: Phong tục tập quán' và các công trình về nghi thức triều Nguyễn.",,1985-05-16,,Việt Nam
Trần Quốc Việt,Tác giả/Chuyên gia về giáo dục và kỹ năng sống (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Thông Quế,"Tác giả/Học giả, chuyên nghiên cứu về tư tưởng, triết học và lịch sử Việt Nam.",,,,Việt Nam
Trần Thế Pháp,"Danh sĩ thời nhà Trần. Ông được cho là tác giả của 'Lĩnh Nam chích quái' - một tập hợp các truyện cổ tích, truyền kỳ của Việt Nam.",,,,Đại Việt
Trần Thề San,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Thị Hương Lan,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Thị Hường,Tác giả/Nhà thơ (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Thị Thanh Liêm,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Trần Thọ,"Học giả/Tác giả Việt Nam, chuyên nghiên cứu về lịch sử và văn học. (Lưu ý: Đã tách khỏi thông tin chính trị gia).",,1956-01-01,,Việt Nam
Trần Trọng Kim,"Học giả, nhà giáo dục, nhà nghiên cứu sử học, văn học và tôn giáo. Tác giả của các công trình kinh điển 'Việt Nam sử lược', 'Nho giáo'.",,,1953-02-12,Việt Nam
Trần Tường Thụy,"Nhà văn Việt Nam, nổi tiếng với các tiểu thuyết về đề tài hậu chiến và xã hội hiện đại.",,,,Việt Nam
Trần Văn Thọ,"Giáo sư Kinh tế tại Đại học Waseda (Tokyo, Nhật Bản). Ông có nhiều công trình nghiên cứu và đóng góp về chiến lược kinh tế cho Việt Nam.",,1949-01-01,,Việt Nam
Trần Đình Hoành,"(GS. Trần Đình Hoành) Giáo sư, chuyên gia về lãnh đạo và phát triển nhân sự. Sáng lập viên của Tổ chức Lãnh đạo Khai phóng (LEAD-VN).",,,,Việt Nam
Trần Đức Tuấn,Tác giả/Học giả (Lưu ý: Đã tách khỏi thông tin tướng lĩnh công an).,,1964-01-01,,Việt Nam
Trịnh Hủy,Tác giả/Dịch giả (Thông tin chi tiết đang cập nhật).,,1900-06-22,1973-01-01,Việt Nam
Trịnh Vĩnh Thường,"Học giả, chuyên gia về y học tự nhiên, dưỡng sinh và văn hóa phương Đông.",,,,Việt Nam
Tsuneko Nakamura,Nghệ sĩ piano cổ điển người Nhật Bản. Bà nổi tiếng với tài năng phi thường và đã phát hành nhiều album nhạc cổ điển.,,1933-05-17,,Nhật Bản
Tsutsumi Chiharu,"Họa sĩ truyện tranh, tác giả người Nhật Bản (Thông tin chi tiết đang cập nhật).",,,,Nhật Bản
Tuệ Nghi,"Nữ doanh nhân, diễn giả và tác giả người Việt Nam. Bà nổi tiếng với các tác phẩm truyền cảm hứng về nghị lực và khởi nghiệp.",,,,Việt Nam
Tào Tuyết Cần,"Tiểu thuyết gia vĩ đại người Trung Quốc, tác giả của 'Hồng Lâu Mộng', một trong Tứ đại danh tác của văn học cổ điển Trung Hoa.",,,,Trung Quốc
Tô Anh Hà,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Tô Hoài,"Nhà văn Việt Nam, Tổng Thư ký đầu tiên của Hội Nhà văn Việt Nam. Tác phẩm 'Dế Mèn phiêu lưu ký' là tác phẩm thiếu nhi kinh điển nhất Việt Nam.",,1920-09-27,2014-06-07,Việt Nam
Tô Như,"(Tên chữ của Nguyễn Du) Đại thi hào dân tộc Việt Nam, tác giả 'Truyện Kiều'.",,,,Việt Nam
Tôn Thất Nguyễn Thiêm,"Giáo sư, Tiến sĩ, chuyên gia tư vấn chiến lược và kinh tế học. Ông có nhiều đóng góp về tư duy kinh tế và quản trị cho Việt Nam.",,,,Việt Nam
Tùy Nham,Tác giả tiểu thuyết ngôn tình hoặc văn học mạng Trung Quốc.,,,,Trung Quốc
Tương Tử Bối,"Tác giả văn học mạng Trung Quốc, chuyên viết truyện ngôn tình, đam mỹ. Nổi tiếng với những cốt truyện hài hước, ngọt ngào.",,,,Trung Quốc
Tưởng Duy Lượng,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Trung Quốc
Tạ Huy Long,Họa sĩ truyện tranh nổi tiếng Việt Nam. Ông là tác giả của bộ truyện tranh kỷ lục 'Thần đồng Đất Việt'.,,,,Việt Nam
Tạ Văn Dũng,"Tác giả/Học giả chuyên viết về lịch sử, triết học và văn hóa phương Đông.",,,,Việt Nam
Tạp Chí Xưa Và Nay,"(Nhóm tác giả) Tập thể các nhà sử học, nghiên cứu viên thuộc Hội Khoa học Lịch sử Việt Nam, chuyên biên soạn các công trình về lịch sử văn hóa Việt Nam.",,,,Việt Nam
Tấn Tú,Tác giả/Học giả (Thông tin chi tiết đang cập nhật).,,,,
Tống Mặc,"Tác giả tiểu thuyết ngôn tình, văn học mạng Trung Quốc (Thông tin chi tiết đang cập nhật).",,,,Trung Quốc
Từ Thính Phong,"Tác giả/Chuyên gia người Trung Quốc, chuyên viết về tâm lý học, các kỹ năng giao tiếp và tự lực.",,,,Trung Quốc
Từ Viễn,Tác giả/Chuyên gia (Thông tin chi tiết đang cập nhật).,,,,Việt Nam
Umberto Eco,"Triết gia, nhà văn, nhà phê bình người Ý. Tác giả của tiểu thuyết 'Tên của đóa hồng', một trong những cuốn sách kinh điển về văn hóa và ký hiệu học.",,1932-05-01,2016-02-19,Ý
Universe,"(Nhóm biên soạn) Tập thể các nhà thiên văn học, vật lý học, chuyên biên soạn các cuốn sách phổ biến kiến thức về vũ trụ, khoa học và thiên nhiên.",,,,
Urako Kanamori,Tác giả sách thiếu nhi người Nhật Bản. Bà chuyên viết về các câu chuyện giáo dục sớm và sách Ehon cho lứa tuổi mầm non.,,1937-01-01,,Nhật Bản
Uyên Bùi,"Tác giả trẻ, chuyên viết tản văn về tình yêu, tuổi trẻ và sự trưởng thành.",,,,Việt Nam
Uông Triều,"Tác giả văn học mạng Trung Quốc, chuyên viết về thể loại huyền huyễn, tiên hiệp và xuyên không.",,,,Trung Quốc
Valter Longo,Giáo sư Lão khoa tại Đại học Nam California (USC). Ông là chuyên gia hàng đầu về nghiên cứu lão hóa và phương pháp ăn kiêng giả nhịn ăn (Fasting Mimicking Diet).,,1967-09-10,,Ý
Vanessa Osage,Chuyên gia về mối quan hệ và tình dục học (sexologist). Tác giả cuốn sách về sức khỏe tình dục và sự thân mật.,,,,Hoa Kỳ
